"type","city","street","cost","area"
"3er WG","Berlin Buckow","Parchimer Allee","650","15"
"1-Zimmer-Wohnung","Berlin Nähe Akazienkiez","Ebersstraße 11","675","39"
"2er WG","Berlin Steglitz","Unter den Eichen","290","null"
"3er WG","Berlin Neukölln","Friedelstraße 23","500","18"
"3er WG","Berlin Neukölln","Friedelstraße 23","350","11"
"2er WG","Berlin Kreuzberg","Tempelherrenstraße","500","19"
"1-Zimmer-Wohnung","Berlin Mitte","Gipsstr. 16c","935","45"
"2er WG","Berlin Lichtenberg","Storkower str 215","500","15"
"1-Zimmer-Wohnung","Berlin Wedding","Drontheimer Straße","600","44"
"2er WG","Berlin Charlottenburg","Pfalzburger Str. 85","600","17"
"2er WG","Berlin Prenzlauer Berg","Schönhauser Allee 114","520","15"
"2er WG","Berlin Prenzlauer Berg","Greifenhagenerstr.","600","25"
"3er WG","Berlin Charlottenburg","Kaiserin-Augusta-Allee 95","700","24"
"2er WG","Berlin Neukölln","Karl-marx-str 191","550","37"
"2er WG","Berlin Schöneberg","Eisackstraße","450","14"
"3er WG","Berlin Moabit","Birkenstr.","415","15"
"1-Zimmer-Wohnung","Berlin Tempelhof","Friedrich-Wilhelm-Str., 7","890","29"
"5er WG","Berlin Charlottenburg-Wilmersdorf","Königin-Elisabeth-Str. 15","400","33"
"3er WG","Berlin Schöneweide","Tabbertstr 4","445","13"
"2er WG","Berlin Friedrichshain","Blumenstraße 45","640","15"
"3er WG","Berlin Schöneberg /Kreuzberg","Yorckstraße","430","18"
"4er WG","Berlin Spandau","Pichelsdorfer str.114","500","20"
"4er WG","Berlin Spandau","Pichelsdorfer &114","400","12"
"2er WG","Berlin Wedding","Gruntalerstr","500","20"
"2er WG","Berlin Wrangelkiez","Taborstraße 8","690","15"
"2er WG","Berlin Friedrichshain","Gärtnerstraße 6","700","25"
"3er WG","Berlin Charlottenburg","Charlottenburg","457","25"
"3er WG","Berlin Berlin","Salvador-Allende-Strasse 78","450","22"
"2er WG","Berlin Prenzlauer Berg","110","580","20"
"15er WG","Berlin Kreuzberg","Mühlenstr 73","1050","7"
"2er WG","Berlin Neukölln","Tellstr","600","17"
"1-Zimmer-Wohnung","Berlin Spandau","Staakenerstr","700","11"
"1-Zimmer-Wohnung","Berlin Spandau","Staakenerstaße","700","11"
"3er WG","Berlin Mitte","30","425","12"
"3er WG","Berlin Moabit","Waldstraße 6","650","40"
"2er WG","Berlin 66","Lychener Str","650","30"
"2er WG","Berlin Kreuzberg","Kottbusser Damm","590","30"
"2er WG","Berlin Britz","Blaschkoalle 73","500","18"
"10er WG","Berlin Berlin","Uhlandstraße, 162","300","35"
"2er WG","Berlin Berlin","Baumschulenstraße, 3","405","22"
"3er WG","Berlin Mitte","Wolgaster Straße 13","450","16"
"2er WG","Berlin Reinickendorf","Residenzstr. 132 A","900","20"
"3er WG","Berlin Prenzlauer Berg","Zelterstrasse","450","18"
"3er WG","Berlin Baumschulenweg","Kiefholzstraße 257","450","13"
"2er WG","Berlin Friedrichshain-Kreuzberg","Mariannenplatz 23","2","20"
"3er WG","Berlin Friedrichshain","Gärtnerstraße 56","506","16"
"3er WG","Berlin Charlottenburg","Mommsenstraße 55","470","18"
"3er WG","Berlin Kreuzberg","Oranienstraße 20","440","18"
"4er WG","Berlin Berlin","Müllerstr.126A","500","15"
"3er WG","Berlin Schöneberg","Goltzstraße 34","485","25"
"5er WG","Berlin Kreuzberg","mariannen strasse","356","14"
"2er WG","Berlin Prenzlauer Berg","Bötzowstraße","560","22"
"2er WG","Berlin Mitte","Oranienburger Str.8","700","50"
"3er WG","Berlin Prenzlauer Berg","Stargarder Straße","700","20"
"2er WG","Berlin Neukölln","Stuttgarter str. 4","500","22"
"1-Zimmer-Wohnung","Berlin Neukölln","Kienitzer Strasse","440","50"
"3er WG","Berlin Schöneberg","Erfurter Straße 14","450","15"
"2er WG","Berlin Neukölln","Weserstr. 21","490","16"
"2er WG","Berlin","Schenkendorfstraße 4","660","15"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Schreinerstrasse 11","950","40"
"5er WG","Berlin Mitte","Gormannstraße","300","15"
"3er WG","Berlin Wedding","Weddingstraße","450","16"
"3er WG","Berlin Tiergarten","Calvinstr. 33","700","25"
"1-Zimmer-Wohnung","Berlin Lichtenberg","Paul-junius-Straße 37","700","38"
"3er WG","Berlin Berlin","Senefelderstraße 4","520","20"
"3er WG","Berlin Kreuzberg","Dresdener Str. 8","600","23"
"2er WG","Berlin Neukölln","Flughafenstraße 20","450","18"
"2er WG","Berlin Tempelhof-Schöneberg","Werner voss damm 24","460","12"
"5er WG","Berlin Treptow","Mahonienweg 46 B","550","20"
"3er WG","Berlin Prenzlauer Berg","Senefelderstraße 4","650","30"
"3er WG","Berlin Berlin","Senefelderstraße 4","650","30"
"2er WG","Berlin Prenzlauer Berg","Danziger Str.","570","27"
"2er WG","Berlin Kreuzberg","38","550","13"
"2er WG","Berlin Prenzlauer Berg","Pappelallee","560","14"
"1-Zimmer-Wohnung","Berlin Heiligensee","Damwildsteig","510","39"
"3er WG","Berlin Berlin","Sewanstraße, 167","307","14"
"1-Zimmer-Wohnung","Berlin Moabit","Bochumer Straße 5","797","50"
"2er WG","Berlin Pankow","Göhrener Str. 2","400","25"
"4er WG","Berlin Pankow","Prenzlauer Promenade 161","415","10"
"3er WG","Berlin Kreuzberg","Schlesische Straße 37","435","10"
"3er WG","Berlin Mitte","Karl-Liebknecht-Straße","700","10"
"2er WG","Berlin Niederschöneweide","Britzer Str","450","21"
"3er WG","Berlin Direkt hinter der Altstadt","Am Amtsgraben","550","12"
"2er WG","Berlin Kreuzberg","Hasenheide 16","600","15"
"2er WG","Berlin Friedrichshain","Weichselstrasse","570","22"
"4er WG","Berlin Berlin","Erich-Weinert-Strasse 142...","650","18"
"1-Zimmer-Wohnung","Berlin Friedrichsfelde","Gensinger Sttasse","330","30"
"2er WG","Berlin Kreuzberg","Paul-Lincke-Ufer","435","17"
"2er WG","Berlin Prenzlauer Berg","Schonensche Straße","600","20"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Otto-Suhr-Allee","950","48"
"3er WG","Berlin Wilmersdorf","Kufsteiner Strasse","420","25"
"2er WG","Berlin Moabit","Seydlitzstrasse","570","20"
"1-Zimmer-Wohnung","Berlin Mitte","Otto-Braun-Str. 82","460","38"
"2er WG","Berlin Steglitz","Halskestraße 10","645","15"
"1-Zimmer-Wohnung","Berlin Steglitz","Halskestraße 12","650","26"
"3er WG","Berlin Plänterwald","Platanenwg 20","420","14"
"7er WG","Berlin Friedrichshain","Bahnhof Ostkreuz","100","10"
"3er WG","Berlin Wedding","Sonderburger Straße 18","500","16"
"2er WG","Berlin Mitte","Friedrichstraße","1300","50"
"2er WG","Berlin Prenzlauer Berg","Lychener Str.","440","12"
"1-Zimmer-Wohnung","Berlin Friedrichshain","proskauer str.9","500","34"
"2er WG","Berlin Friedrichshain","Frankfurter Allee","700","12"
"2er WG","Berlin Kreuzberg","Freiligrathstrasse, 10","450","40"
"2er WG","Berlin Niederschöneweide","Britzer Str.","450","21"
"6er WG","Berlin Friedrichshagen","Aßmannstr.22","510","25"
"2er WG","Berlin Oberschöneweide","Plönzeile","450","14"
"5er WG","Berlin Tiergarten","Flotowstraße","300","10"
"5er WG","Berlin Tiergarten","Flotowstraße","300","10"
"3er WG","Berlin berlin","wilhelminenhofstr36","350","14"
"2er WG","Berlin Kreuzberg","Großbeerenstraße 65","600","15"
"2er WG","Berlin Biesdorf","5","600","20"
"1-Zimmer-Wohnung","Berlin Wedding","Oudenarder Str. 2","550","20"
"2er WG","Berlin Friedrichsheim um die Ecke","Rupprechtstraße","375","20"
"1-Zimmer-Wohnung","Berlin Wedding","Wriezener Strasse 37","450","20"
"1-Zimmer-Wohnung","Berlin Tempelhof-Schöneberg","Friedrich-Wilhelm-Str.","590","24"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Oderstraße 12","780","36"
"2er WG","Berlin Wedding","Bornemann...","490","16"
"3er WG","Berlin Moabit","Lübeckerstraße 8","440","21"
"2er WG","Berlin Mitte","Melchiorstr 8","470","15"
"2er WG","Berlin Neukölln","Stuttgarter Straße","500","22"
"3er WG","Berlin Mitte","Gormannstraße 17","650","30"
"2er WG","Berlin Steglitz","80","460","12"
"3er WG","Berlin Berlin - Tiergarten","31-32","300","15"
"3er WG","Berlin Berlin","Rönnestraße 23","500","18"
"2er WG","Berlin Kreuzberg","Oranienstraße 196","600","10"
"3er WG","Berlin Charlottenburg-Wilmersdorf","Kurfürstendamm","600","18"
"2er WG","Berlin Schöneberg","Prinz-Georg-Str.","750","25"
"2er WG","Berlin Wedding","Wriezener Strasse 15","600","20"
"2er WG","Berlin Tegel","Bernauer Straße 133a","480","17"
"2er WG","Berlin Lichtenberg","Sewanstraße","470","22"
"9er WG","Berlin Wedding","Amrumerstraße 36","350","12"
"2er WG","Berlin Charlottenburg/Savignyplatz","Goethestraße 7","435","15"
"2er WG","Berlin Friedrichshain","Finowstrasse","700","25"
"2er WG","Berlin Zehlendorf","Machnower Str.","650","12"
"2er WG","Berlin Berlin","Haasestr. 2","675","13"
"4er WG","Berlin Reinickendorf","Markstraße 3","560","19"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Senefelderstraße 7","975","50"
"2er WG","Berlin Mitte","Rungestraße 6","650","15"
"2er WG","Berlin Neukölln","Pannierstrasse 53","650","24"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Thulestr. 67","650","41"
"3er WG","Berlin Moabit","Kaiserin-Augusta-Allee 97b","490","16"
"1-Zimmer-Wohnung","Berlin Mitte","Bergstrasse 16","1000","42"
"4er WG","Berlin Mitte","Inselstraße","650","18"
"5er WG","Berlin Reinickendorf","Klenzepfad 69","550","13"
"3er WG","Berlin Neukölln","Erkstr.","595","26"
"2er WG","Berlin Karlshorst","Schenkestraße","500","17"
"2er WG","Berlin Niederschönhausen","Buchholzer Straße 10","750","20"
"4er WG","Berlin Reinickendorf","Bernauer Str. 000","550","15"
"1-Zimmer-Wohnung","Berlin Neukölln","Friedelstraße 54","23","27"
"2er WG","Berlin Wedding","Gerichtstraße","600","15"
"2er WG","Berlin Wilhelmsruh","Garibaldistraße, 41","620","20"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Greifenhagener Str.","887","39"
"1-Zimmer-Wohnung","Berlin Wilmersdorf","Holsteinische Str. 1","770","50"
"2er WG","Berlin Mitte","weydingerstr. 6","450","24"
"3er WG","Berlin Köpenick","Allende Strasse","370","15"
"2er WG","Berlin Tempelhof","Ullsteinstraße 1234567","450","20"
"6er WG","Berlin Kreuzberg","Pücklerstr","667","20"
"2er WG","Berlin Neukölln","Hobrechtstraße","480","25"
"2er WG","Berlin Wilmersdorf","Sächsische Straße","665","26"
"3er WG","Berlin Schöneberg","Ansbacherstraße","600","28"
"5er WG","Berlin Charlottenburg","Meinekestraße 7","585","14"
"2er WG","Berlin Kreuzberg","Schlesische str","800","15"
"2er WG","Berlin Niederschöneweide","Britzer Str.","450","21"
"2er WG","Berlin Wedding","OStender str.","398","14"
"2er WG","Berlin Lichtenberg","Eitelstr. 24","470","20"
"2er WG","Berlin Wilmersdorf","Sigmaringer str.","430","15"
"2er WG","Berlin Friedrichshain","Boxhagener str.","550","20"
"2er WG","Berlin Wedding","Romanshorner Weg","490","15"
"3er WG","Berlin Hellersdorf","Lili-Grün-Weg, 12","450","11"
"2er WG","Berlin Dahlem","Archivstr.","450","16"
"3er WG","Berlin Friedrichshain","Boxhagener Strasse","750","25"
"3er WG","Berlin Kladow","Neukladower Allee","723","21"
"3er WG","Berlin Lichtenberg","Otto-Schmirgal Straße 12","480","10"
"3er WG","Berlin Neukölln","Kottbusser Damm","450","20"
"3er WG","Berlin Kreuzberg","Jüterboger Str. 1","575","16"
"2er WG","Berlin Prenzlauer Berg","Stavangerstraße","520","18"
"3er WG","Berlin Tiergarten","Lübecker Straße","373","13"
"5er WG","Berlin Pankow","Angerweg 52","499","26"
"4er WG","Berlin Hellersdorf","Rathener Str. 8","500","15"
"2er WG","Berlin Spandau","Krowelstraße","650","16"
"2er WG","Berlin Tiergarten","Nähe Hansaplatz","440","25"
"3er WG","Berlin Kreuzberg 61 Bergmannkiez","Friesenstraße 12","420","25"
"4er WG","Berlin Berlin","Schönebergerstr. 11","419","14"
"1-Zimmer-Wohnung","Berlin Friedrichshain-Kreuzberg","Yorckstr. 26","600","20"
"2er WG","Berlin Friedrichshain","Lenbachstraße","1300","20"
"1-Zimmer-Wohnung","Berlin Lichtenberg","Konrad Wolf Strasse 89","900","40"
"3er WG","Berlin Spandau","Pichelsdorfer str.114","650","10"
"3er WG","Berlin Spandau","Pichelsdorfer str.114","450","12"
"3er WG","Berlin Oberschöneweide","Wilhelminenhofstraße 5","570","21"
"2er WG","Berlin Friedrichshain","Boxhagener Str. 74","700","23"
"1-Zimmer-Wohnung","Berlin Wedding","Müllerstr 105","405","20"
"1-Zimmer-Wohnung","Berlin Mariendorf","Marmaraweg","900","40"
"3er WG","Berlin Moabit","Alt Moabit","540","19"
"3er WG","Berlin Berlin Wedding","Burgsdorfstraße 15","430","40"
"5er WG","Berlin Charlottenburg","Meinekestraße 7","600","13"
"2er WG","Berlin Steglitz","Am Fenn 18","600","25"
"2er WG","Berlin Britz","00","400","15"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Warschauer Kiez","410","33"
"2er WG","Berlin Johannisthal","Allmersweg 13","320","8"
"3er WG","Berlin Kreuzberg","adalbertstrasse","500","20"
"4er WG","Berlin Neukölln","Stuttgarterstr","375","20"
"3er WG","Berlin Wedding","Reinickendorfer str. 26","450","12"
"2er WG","Berlin Prenzlauer Berg","Stubnitzstraße","450","18"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Arcostrasse","375","36"
"2er WG","Berlin Wedding","Osloer Straße 115","390","16"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","cantianstr 23","930","44"
"2er WG","Berlin Pankow","Wollankstr.","700","35"
"3er WG","Berlin Wedding","Pankstraße 27","560","24"
"2er WG","Berlin Prenzlauer Berg","Stargarder Str. 65","500","20"
"4er WG","Berlin Spandau","Borkumer Str 19","550","24"
"2er WG","Berlin Charlottenburg","Soorstr 70","400","20"
"2er WG","Berlin Marzahn","Murtzaner Ring 64","450","15"
"2er WG","Berlin Betriebsbahnhof Rummelsburg","Tannhäuserstr, 100","500","20"
"3er WG","Berlin Tempelhof-Schöneberg","Sonnenscheinpfad00","450","20"
"2er WG","Berlin Neukölln","Hermannstraße 151","530","19"
"2er WG","Berlin Berlin","Boxhagenerstr 30","570","17"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Cuvrystrasse","560","48"
"2er WG","Berlin Wedding","Plantagenstr. 12","400","20"
"2er WG","Berlin Lichtenberg","Archenholdstr. 91","750","20"
"2er WG","Berlin Niederschöneweide","Köllnische Straße 43A","450","13"
"8er WG","Berlin Charlottenburg","Kirschenallee 23","220","16"
"2er WG","Berlin Charlottenburg","Osnabrücker Straße, 3","670","30"
"2er WG","Berlin Wittenau","Todtnauer Zeile","490","20"
"4er WG","Berlin Friedrichshain","Landsberger Allee 65","950","75"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Friedrichstrasse 11","67","36"
"1-Zimmer-Wohnung","Berlin Schöneberg","Merseburger Straße 4","800","45"
"3er WG","Berlin Mitte","Chausseestraße 58","550","14"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Chodowieckistraße 31","750","44"
"3er WG","Berlin Potsdam","Kleinmachnow","535","20"
"2er WG","Berlin Friedrichshain-Kreuzberg","rigaerstrasse 52","550","32"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Dolzigerstrasse","1100","33"
"2er WG","Berlin Kreuzberg","Südstern","635","15"
"2er WG","Berlin Mitte","Burggrafenstrasse","590","17"
"1-Zimmer-Wohnung","Berlin Mitte","Groninger Straße 26","600","61"
"1-Zimmer-Wohnung","Berlin Berlin","Reuterstr., 84","200","43"
"2er WG","Berlin Mitte","Brunnenstraße 63","550","24"
"1-Zimmer-Wohnung","Berlin Spandau","Staakenerstr","660","11"
"2er WG","Berlin Schöneberg","Grazer damm","550","25"
"3er WG","Berlin Weißensee","Frieda-Seidlitz-Strasse.4","400","13"
"3er WG","Berlin Oberschöneweide","Rudower","249","25"
"2er WG","Berlin Wedding","Prinz-Eugen-Str.13","450","18"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Kopenhagener Str. 74","375","31"
"3er WG","Berlin Kreuzberg","Obentrautstraße 45","480","16"
"2er WG","Berlin Baumschulenweg","Neue Krugallee","450","18"
"2er WG","Berlin Kreuzberg","Hasenheide XX","800","30"
"3er WG","Berlin Wedding","Heinz-Galinski-Str.","490","21"
"3er WG","Berlin Wedding","Heinz-Galinski-Str","490","21"
"3er WG","Berlin Wedding","Heinz-Galinski-Str.","490","21"
"2er WG","Berlin Oberschöneweide","Schillerpromenade 1","420","13"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Simon-Dach-Str.","850","41"
"2er WG","Berlin Buckow","Mollnerweg 3","414","11"
"3er WG","Berlin Schöneberg","Hauptstraße 159","700","30"
"4er WG","Berlin Buch","Röbellweg","170","7"
"2er WG","Berlin Schmargendorf","Auguste-Viktoria-Straße 70","500","20"
"2er WG","Berlin Moabit","Birkenstrasse 14","470","26"
"2er WG","Berlin Mitte","Grosse Hamburger Str. 33","850","55"
"3er WG","Berlin Berlin","Lyckallee 16","400","25"
"3er WG","Berlin Lichtenberg","Siegfriedstrasse 3","480","23"
"3er WG","Berlin Neukölln","Zeitzerstr. 5","520","20"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Danneckerstr. 13","450","35"
"2er WG","Berlin Friedrichshain-Kreuzberg","Hasenheide","650","30"
"3er WG","Berlin Friedrichshain","Lincolnstr. 9","640","20"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Schloßstraße 38","1000","45"
"3er WG","Berlin Charlottenburg","Kantstr. 29","600","23"
"3er WG","Berlin Pankow","Waffenschmiedstraße 8b","500","20"
"5er WG","Berlin Prenzlauer Berg","Seelower Str.","490","13"
"2er WG","Berlin Wilmersdorf","Wegenerstr. /Gieselerstr.","650","33"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Wegenerstr. /Wilmersdorf","540","12"
"2er WG","Berlin Prenzlauer Berg","Schönhauser Alle 64","420","16"
"4er WG","Berlin Oberschöneweide","Deulstraße 6","460","15"
"1-Zimmer-Wohnung","Berlin Schöneberg","Czeminskistraße 6","690","30"
"3er WG","Berlin Kreuzberg","Graefestraße","14","17"
"2er WG","Berlin Neukölln","Sonnenallee 146","580","18"
"2er WG","Berlin Alt-Hohenschönhausen","Küstriner Straße 75","400","15"
"1-Zimmer-Wohnung","Berlin Reinickendorf","Antonienstraße","16","35"
"2er WG","Berlin Prenzlauer Berg","Chodowieckistr.","580","25"
"2er WG","Berlin Prenzlauer Berg","Danzigerstraße","380","18"
"4er WG","Berlin Pankow","Blankenfelder Str.","12","10"
"2er WG","Berlin Wedding","Koloniestraße, 69","380","19"
"2er WG","Berlin Lichtenberg","Frankfurter Allee 231","560","19"
"3er WG","Berlin Prenzlauer Berg","Gleimstrasse","600","17"
"2er WG","Berlin Prenzlauer Berg","Prenzlauer Allee","490","20"
"1-Zimmer-Wohnung","Berlin Niederschönhausen","Grabbeallee 69","460","35"
"1-Zimmer-Wohnung","Berlin Wedding","koloniestrasse 78","27","60"
"3er WG","Berlin Oberschöneweide","Helmholtzstraße","400","18"
"2er WG","Berlin Wedding","Reinickendorfer Str.","450","26"
"2er WG","Berlin Neukölln","Roseggger Str. 33","760","30"
"2er WG","Berlin Friedrichshain","Boxhagener Strasse","530","12"
"3er WG","Berlin Charlottenburg-Wilmersdorf","Kaiserin-Augusta-Allee 49","560","25"
"2er WG","Berlin Kreuzberg","Mittenwalder Str.","650","26"
"2er WG","Berlin Prenzlauer Berg","Schönhauser Allee 73","350","17"
"2er WG","Berlin Marzahn","Havemannstr","460","15"
"1-Zimmer-Wohnung","Berlin Lichterfelde","Geraer Str. 3 d","575","26"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Nestorstr.","450","15"
"1-Zimmer-Wohnung","Berlin Wedding","Cambridger Strasse 34","930","39"
"1-Zimmer-Wohnung","Berlin Wedding","Holländerstrasse 64","880","34"
"1-Zimmer-Wohnung","Berlin Wedding","Holländerstrasse 38","930","40"
"1-Zimmer-Wohnung","Berlin Wedding","Holländerstrasse 58","880","34"
"2er WG","Berlin Wilmersdorf","Sächsische Straße","650","26"
"2er WG","Berlin Wedding","soldiner straße","415","17"
"2er WG","Berlin Charlottenburg","Damaschkestrasse","400","15"
"3er WG","Berlin Kaulsdorf","Bausdorfstraße 6","450","16"
"2er WG","Berlin Berlin - Weissensee","Streustrasse","430","11"
"3er WG","Berlin Steglitz","Lacknerstraße 5","650","24"
"2er WG","Berlin Spandau","Kurze Str. 12","750","18"
"3er WG","Berlin Steglitz","Lacknerstraße","650","24"
"3er WG","Berlin Tempelhof-Schöneberg","Loewenhardtdamm 46","450","15"
"3er WG","Berlin Kreuzberg","Manteuffelstraße 70","369","18"
"1-Zimmer-Wohnung","Berlin Neukölln","weser str","800","35"
"2er WG","Berlin Pankow","Elsa-Brändström-Straße, 75","460","11"
"2er WG","Berlin Tegel","Eisenhammerweg 22","800","20"
"4er WG","Berlin Friedrichshain","Libauerstrasse 10","695","17"
"1-Zimmer-Wohnung","Berlin Wedding","Provinzstraße XX","450","45"
"2er WG","Berlin Friedrichshain","Warschauer Strasse","470","18"
"9er WG","Berlin Kaulsdorf","Chemnitzer Str. 0","450","34"
"2er WG","Berlin Friedrichshain-Kreuzberg","Schreinerstr. 22","15","6"
"3er WG","Berlin Moabit","Emdener Str.","430","15"
"2er WG","Berlin Hellersdorf","Riesaer Str. 22","380","15"
"2er WG","Berlin Lichterfelde","Tietzenweg 81","30","18"
"2er WG","Berlin Charlottenburg","43/44","590","20"
"3er WG","Berlin Steglitz","Schildhornstraße","700","25"
"1-Zimmer-Wohnung","Berlin Wedding","Schulstraße 48a","1080","35"
"2er WG","Berlin Neukölln","Karl-Kunger-Straße, 28","500","23"
"2er WG","Berlin Wedding","Lüderitzstr.","35","23"
"2er WG","Berlin Tiergarten","Flensburgerstrasse","700","12"
"1-Zimmer-Wohnung","Berlin Neukölln","Böhmische Straße 8","270","33"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Schwedter","1520","80"
"5er WG","Berlin Stahnsdorf Brandenburg","Elisabethstraße 38","500","13"
"3er WG","Berlin Pankow - Heinersdorf","Bleicheroder Straße","520","19"
"2er WG","Berlin Oberschöneweide","Schillerpromenade","700","30"
"2er WG","Berlin Kreuzberg","Urbanstraße 83","700","20"
"3er WG","Berlin Weißensee","Rennbahnstraße 5A","370","12"
"2er WG","Berlin Prenzlauer Berg","Bötzowstraße 15","600","18"
"2er WG","Berlin Mitte","Alte-Schönhauser Str. 7","50","25"
"2er WG","Berlin Berlin","Zwinglstr. 3a","450","25"
"3er WG","Berlin Köpenick","Ahu 3","569","24"
"1-Zimmer-Wohnung","Berlin Schöneberg","Rosenheimerstrasse 27","1150","45"
"2er WG","Berlin Berlin","waitzstr, 26","450","15"
"3er WG","Berlin","Donaustraße 99","375","20"
"2er WG","Berlin Neukölln","Wildenbruchstr. 21","520","17"
"3er WG","Berlin Mitte","Zolastraße 1","470","24"
"3er WG","Berlin Charlottenburg-Wilmersdorf","Wintersteinstrasse 14","550","24"
"3er WG","Berlin Friedrichshain","Niederbarnimstraße","580","17"
"2er WG","Berlin Wilmersdorf","Brandenburigische Straße 40","572","23"
"2er WG","Berlin Wilmersdorf","Brandenburgische Straße 4","546","13"
"1-Zimmer-Wohnung","Berlin berlin","juedenstrasse, 9","350","35"
"2er WG","Berlin Wilmersdorf","Badensche Straße, 32","550","25"
"1-Zimmer-Wohnung","Berlin Neukölln","Liberdastraße","40","35"
"5er WG","Berlin Charlottenburg","Nähe Sophie-Charlotte-Platz","790","28"
"2er WG","Berlin Wilmersdorf","Düsseldorferstraße","650","20"
"3er WG","Berlin Alexanderpl. / Hack. Markt1","Rosenstr.12 / 1","550","20"
"3er WG","Berlin Wilmersdorf","Fasanenstr.","580","25"
"2er WG","Berlin Wedding","Ostenderstr.","398","14"
"1-Zimmer-Wohnung","Berlin Lichtenberg","Mellenseestraße","750","43"
"3er WG","Berlin Friedrichshain","Strassmannstr","680","20"
"2er WG","Berlin Prenzlauer Berg","Raumerstrasse","39","40"
"3er WG","Berlin Moabit","Beusselstr. 36","600","25"
"2er WG","Berlin Friedrichshain","Blumenstraße 44","900","30"
"3er WG","Berlin Tierpark","Sewanstraße 213","350","20"
"2er WG","Berlin Wedding","Transvaalstr 19","500","18"
"2er WG","Berlin Mitte","Putlitzstraße","100","7"
"2er WG","Berlin Moabit","Putlitzstraße","100","7"
"3er WG","Berlin Lichtenberg","Treskowallee 22","500","15"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Straßmannstr. 47","400","32"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Bossestrasse 9","800","32"
"2er WG","Berlin Ufnaustrasse 6 10553 berlin","Ufnaustrasse 6","390","24"
"3er WG","Berlin Reinickendorf","General-Woyna Straße XX","450","15"
